plotID,TreeKey,SpeciesAbbrev,Azimuth,Distance,CrownWidth1,CrownWidth2,CrownOffsetAzimuth,CrownOffsetDistance,Z,XPLOT,YPLOT,X,Y
211,36130,Sb,297.3,9.14,5.71,4.17,0,0,17.4,408659.6331000002,5337373.5657,408651.5111384937,5337377.757756928
211,36131,Sb,335.1,3.91,2.92,1.73,0,0,12.8,408659.6331000002,5337373.5657,408657.98684996995,5337377.112242096
211,36132,Sb,336.8,4.34,2.25,1.48,0,0,13.8,408659.6331000002,5337373.5657,408657.9233921126,5337377.554747373
211,36133,Sb,342.8,5.55,3.13,3.16,0,0,13.7,408659.6331000002,5337373.5657,408657.99192032247,5337378.86749491
211,36134,Sb,330,6.45,1.9,2.02,0,0,7.8,408659.6331000002,5337373.5657,408656.40810000023,5337379.151563855
211,36135,Bw,50,11.43,5.06,3.73,0,0,13.8,408659.6331000002,5337373.5657,408668.38898798503,5337380.912762379
191,36851,Sb,16.1,2.8,1.86,1.68,0,0,9.3,459032.4631000003,5355316.5799,459033.2395810295,5355319.270081632
191,36853,Sb,10.4,4.7,2.16,1.83,0,0,11.3,459032.4631000003,5355316.5799,459033.31153998297,5355321.202685913
191,36856,Sb,26.7,5.4,2.37,2.17,0,0,8.4,459032.4631000003,5355316.5799,459034.8894225928,5355321.4041054975
191,36860,Sb,26.7,6.4,2.14,2.25,0,0,7.6,459032.4631000003,5355316.5799,459035.33874159143,5355322.297476886
191,36863,Pj,16.3,7.3,3,3.36,0,0,13.3,459032.4631000003,5355316.5799,459034.5119669754,5355323.586478632
191,36864,Pj,42.2,7.2,3.38,2.9,0,0,15.7,459032.4631000003,5355316.5799,459037.2994882434,5355321.913693094
191,36868,Sb,2,8.9,2.04,1.69,0,0,7.1,459032.4631000003,5355316.5799,459032.77370552096,5355325.47447836
191,36870,Sb,1.7,9.3,1.76,2.49,0,0,12.7,459032.4631000003,5355316.5799,459032.7389960703,5355325.8758066995
191,36871,Sb,8.1,9.1,2.38,3.04,0,0,14.1,459032.4631000003,5355316.5799,459033.7453012109,5355325.589115285
191,36872,Sb,7.2,10.1,0.93,1.82,0,0,13.4,459032.4631000003,5355316.5799,459033.7289656593,5355326.600258484
191,36873,Sb,10.5,10,2.26,1.89,0,0,7.5,459032.4631000003,5355316.5799,459034.2854552552,5355326.412449076
191,36875,Sb,19.5,9.4,2.35,2.83,0,0,9,459032.4631000003,5355316.5799,459035.6008844771,5355325.440730017
191,36883,Sb,51.5,4.6,2.05,2.18,0,0,7,459032.4631000003,5355316.5799,459036.0630975218,5355319.443467328
191,36886,Sb,60,5.2,1.53,1.54,0,0,9.1,459032.4631000003,5355316.5799,459036.9664321,5355319.1799
191,36896,Pj,67.4,7.9,4.4,3.2,0,0,14.6,459032.4631000003,5355316.5799,459039.7564607155,5355319.61583305
191,36899,Sb,63.6,8.6,2.36,2.53,0,0,10.3,459032.4631000003,5355316.5799,459040.1662211383,5355320.403762541
191,36900,Pj,77,8.2,1.99,2.51,80,2.13,13,459032.4631000003,5355316.5799,459042.5505750454,5355318.794369264
191,36905,Sb,70.6,9.1,2.07,2.29,0,0,9.3,459032.4631000003,5355316.5799,459041.0464261876,5355319.6025663
191,36910,Sb,48.2,7.7,1.83,2.04,0,0,9,459032.4631000003,5355316.5799,459038.20326519787,5355321.712200021
191,36916,Sb,64,10.3,2.35,2.32,0,0,11.5,459032.4631000003,5355316.5799,459041.72067867714,5355321.095122812
191,36923,Sb,125.6,2.9,1.52,1.68,0,0,8.1,459032.4631000003,5355316.5799,459034.82109220733,5355314.891743387
191,36924,Pj,110.4,3.4,1.74,2.07,0,0,12.4,459032.4631000003,5355316.5799,459035.64985876455,5355315.394755039
191,36925,Sb,98.8,3.7,1.78,1.6,0,0,9,459032.4631000003,5355316.5799,459036.11954501166,5355316.013852406
191,36931,Pj,134.9,5.2,2.86,2,0,0,16.2,459032.4631000003,5355316.5799,459036.1464671565,5355312.909367832
191,36932,Pj,125.2,4.5,1.77,1.86,0,0,14.9,459032.4631000003,5355316.5799,459036.1402520428,5355313.985954577
191,36933,Pj,120,5.1,2.29,2.73,0,0,17.1,459032.4631000003,5355316.5799,459036.8798295596,5355314.0299
191,36937,Sb,96.3,5.4,2.49,2.31,0,0,9.75834384976234,459032.4631000003,5355316.5799,459037.83048915974,5355315.987334721
191,36941,Sb,95,4.5,2.13,1.55,0,0,9.3,459032.4631000003,5355316.5799,459036.9459761417,5355316.187699158
191,36946,Sb,96.7,7.3,1.99,1.7,0,0,9.9,459032.4631000003,5355316.5799,459039.7132457419,5355315.72820362
191,36943,Sb,87,6.9,1.6,1.43,0,0,10.5,459032.4631000003,5355316.5799,459039.3536437901,5355316.941018098
191,36948,Sb,132.8,6,2.32,2.69,0,0,7.9,459032.4631000003,5355316.5799,459036.8654791873,5355312.503252175
191,36949,Sb,117,7.1,2.09,1.74,0,0,7,459032.4631000003,5355316.5799,459038.789246322,5355313.356567452
191,36951,Sb,119.1,8.4,2.53,2.2,0,0,8.1,459032.4631000003,5355316.5799,459039.80278667377,5355312.494682805
191,36953,Pj,94,8,4.84,3.94,0,0,16.7,459032.4631000003,5355316.5799,459040.44361240236,5355316.02184821
191,36954,Sb,88.2,8.3,2.35,1.79,0,0,8.2,459032.4631000003,5355316.5799,459040.75900445133,5355316.840609301
191,36958,Pr,103.7,10.1,2.1,1.75,0,0,15.4,459032.4631000003,5355316.5799,459042.2757461123,5355314.187834725
191,36960,Pj,111,9.9,2.62,1.65,0,0,13.2726933390829,459032.4631000003,5355316.5799,459041.7055462226,5355313.0320573
191,36965,Pj,116.1,11,2.86,2.39,0,0,15.4,459032.4631000003,5355316.5799,459042.34140333364,5355311.740569131
191,36970,Sb,173,1.1,2.42,2.7,0,0,8.9,459032.4631000003,5355316.5799,459032.59715627803,5355315.488099233
191,36971,Sb,147,2.1,1.67,1.6,0,0,8.5,459032.4631000003,5355316.5799,459033.60684197384,5355314.818691808
191,36977,Pj,171.6,5.1,1.09,1.05,0,0,11.2,459032.4631000003,5355316.5799,459033.208123446,5355311.534611102
191,36990,Pj,176.5,7.5,2.53,2.68,0,0,16.1,459032.4631000003,5355316.5799,459032.9209640468,5355309.093889012
191,36993,Pj,180,9.1,3.11,3.23,0,0,12.8,459032.4631000003,5355316.5799,459032.4631000003,5355307.479900001
191,36995,Pj,172.9,8.9,0.99,1.32,0,0,10.7,459032.4631000003,5355316.5799,459033.5631531433,5355307.7481457535
191,36998,Sb,148.2,10.1,1.93,1.96,0,0,8.4,459032.4631000003,5355316.5799,459037.7853535348,5355307.995983801
191,37000,Sb,180.3,10.9,1.73,1.84,0,0,9.8,459032.4631000003,5355316.5799,459032.4060279945,5355305.680049415
191,37006,Sb,220,6.1,2.85,2.76,0,0,13.8,459032.4631000003,5355316.5799,459028.5420955812,5355311.907028898
191,37007,Sb,225,6.5,2.81,1.72,0,0,14.7,459032.4631000003,5355316.5799,459027.8669059226,5355311.983705923
191,37015,Sw,210.1,9.6,2.97,2.46,0,0,8.5,459032.4631000003,5355316.5799,459027.64859692357,5355308.274446363
191,37016,Sw,210.9,9.9,1.28,2,0,0,11.7,459032.4631000003,5355316.5799,459027.37904160493,5355308.085057434
191,37017,Sb,223.1,8.5,1.56,1.78,0,0,14.2,459032.4631000003,5355316.5799,459026.655272924,5355310.373520649
191,37018,Sb,224.1,8.9,3.4,2.29,0,0,7.7,459032.4631000003,5355316.5799,459026.26947611064,5355310.18857595
191,37019,Sb,225.5,8.8,1.74,1.34,0,0,10.8,459032.4631000003,5355316.5799,459026.1864960477,5355310.411898474
191,37020,Sb,221.8,9.6,1.62,2.83,0,0,7.4,459032.4631000003,5355316.5799,459026.0643882859,5355309.423330403
191,37021,Sb,269.9,3.3,2.1,2.12,0,0,8,459032.4631000003,5355316.5799,459029.16310502647,5355316.574140416
191,37022,Pj,226.5,5,8.07,5,0,0,18.6,459032.4631000003,5355316.5799,459028.8362281452,5355313.138127122
191,37023,Sb,228.7,5.7,2.88,0.68,74,2.59,6.5,459032.4631000003,5355316.5799,459030.6705622318,5355313.531791245
191,37025,Pj,234.2,5.2,2.82,3.3,0,0,12,459032.4631000003,5355316.5799,459028.2455681415,5355313.53812009
191,37030,Sb,267.8,6.6,2.05,1.98,0,0,10.5,459032.4631000003,5355316.5799,459025.86796475196,5355316.32654046
191,37033,Sb,238.5,6.3,2.09,1.66,0,0,8.7,459032.4631000003,5355316.5799,459027.09146696486,5355313.288159043
191,37034,Sb,245,6.4,2.73,2.19,0,0,9.1,459032.4631000003,5355316.5799,459026.66273016325,5355313.875143125
191,37035,Sb,243.6,6.8,2.62,1.59,0,0,11.1,459032.4631000003,5355316.5799,459026.37226003065,5355313.556380781
191,37036,Sb,247.3,7,2.28,2.21,0,0,10.1,459032.4631000003,5355316.5799,459026.0053333741,5355313.878557704
191,37037,Sb,241.2,7.2,1.39,1.63,0,0,11.8,459032.4631000003,5355316.5799,459026.153691904,5355313.111273547
191,37040,Sb,248.4,7.9,2.31,2.09,0,0,11.1,459032.4631000003,5355316.5799,459025.11786576174,5355313.671716034
191,37041,Sb,243.6,7.5,1.21,1.32,0,0,14.1,459032.4631000003,5355316.5799,459025.7452617985,5355313.245136157
191,37043,Sb,236.3,8.1,3.45,1.77,0,0,17.8,459032.4631000003,5355316.5799,459025.724271611,5355312.085660138
191,37044,Sb,231.8,8.6,1.45,1.66,0,0,14.8,459032.4631000003,5355316.5799,459025.704730719,5355311.2615878
191,37045,Sb,230.7,8.6,2.69,2.52,0,0,6.2,459032.4631000003,5355316.5799,459025.8080741966,5355311.132824495
191,37046,Sb,228.2,7.8,1.85,1.54,0,0,16.3,459032.4631000003,5355316.5799,459026.64838720276,5355311.380946732
191,37047,Sb,235.6,9,2.29,3.27,0,0,13.6,459032.4631000003,5355316.5799,459025.0370785158,5355311.495196969
191,37051,Sb,267.1,9.3,1.96,2.35,0,0,10.1,459032.4631000003,5355316.5799,459023.17500997847,5355316.109385657
191,37060,Sb,312.2,3.6,2.56,2.67,0,0,10.7,459032.4631000003,5355316.5799,459029.7962034537,5355318.998094122
191,37062,Sb,308.3,5,2.02,1.81,0,0,8.7,459032.4631000003,5355316.5799,459028.53921814763,5355319.678795159
191,37063,Sw,305.2,6.1,1.81,1.64,0,0,7.4,459032.4631000003,5355316.5799,459027.47851612046,5355320.096137129
191,37065,Pj,301.5,6.4,2.07,2.01,0,0,13,459032.4631000003,5355316.5799,459027.0062029484,5355319.923890814
191,37068,Sb,282.8,7.4,1.63,2.05,0,0,9,459032.4631000003,5355316.5799,459025.2469947784,5355318.219358883
191,37071,Pj,290.1,8.4,3.82,2.92,0,0,14.5,459032.4631000003,5355316.5799,459024.5747082827,5355319.4666414345
191,37075,Sb,273.1,9.8,2.49,2.15,0,0,10,459032.4631000003,5355316.5799,459022.6774406311,5355317.109872367
191,37078,Pj,282.4,10.2,4.47,3.62,0,0,14.8,459032.4631000003,5355316.5799,459022.50104276126,5355318.770200337
191,37081,Sb,294.2,9.7,2.27,2.17,0,0,10.2,459032.4631000003,5355316.5799,459023.6155348734,5355320.556153429
191,37086,Sb,331.7,2.2,1.77,1.57,0,0,8.2,459032.4631000003,5355316.5799,459031.4201059404,5355318.516950178
191,37088,Sb,345.3,2.7,1.55,1.32,0,0,8.9,459032.4631000003,5355316.5799,459031.7779535499,5355319.191522933
191,37093,Sb,332.2,4.2,1.45,1.6,0,0,8.9,459032.4631000003,5355316.5799,459030.50427611085,5355320.295140096
191,37096,Sb,355.3,4.1,1.71,1.62,0,0,9.2,459032.4631000003,5355316.5799,459032.1271521149,5355320.666113286
191,37097,Sb,359.3,4.2,2.42,1.74,0,0,10.2,459032.4631000003,5355316.5799,459032.4117885968,5355320.779586553
191,37104,Sb,324.1,6.5,1.62,1.72,0,0,9.6,459032.4631000003,5355316.5799,459028.6516796815,5355321.845170663
191,37108,Pj,317.7,9.9,6.49,4.85,0,0,16,459032.4631000003,5355316.5799,459025.8002761165,5355323.902247841
191,37115,Sb,341.3,8.5,1.88,1.92,0,0,9.3,459032.4631000003,5355316.5799,459029.7378895803,5355324.631187361
191,37118,Pj,329.3,6.9,4.92,2.01,0,0,14.3,459032.4631000003,5355316.5799,459028.94035386667,5355322.512880675
191,37119,Pj,327.9,7.1,4.92,2.01,0,0,14.2,459032.4631000003,5355316.5799,459028.6901700857,5355322.594465642
191,37123,Sb,1.4,10.3,2.72,3.75,0,0,8.9,459032.4631000003,5355316.5799,459032.71475143527,5355326.876825345
191,37127,Sb,330.4,10.9,2.63,3.2,0,0,12.3,459032.4631000003,5355316.5799,459027.07913365454,5355326.057394732
191,37131,Sb,334.6,10.3,1.36,1.68,2.82,1.96,7.7,459032.4631000003,5355316.5799,459028.1414970214,5355327.841880005
358,38495,Bw,30.4,2.26,5.45,5.05,0,0,11.6,426289.1185999997,5321209.703299999,426290.2622363066,5321211.652580892
358,38496,Bw,38.7,3.17,3.41,2.9,0,0,10.5,426289.1185999997,5321209.703299999,426291.1006192203,5321212.1772643905
358,38497,Sb,9.5,2.64,2.56,1.92,0,0,12.1,426289.1185999997,5321209.703299999,426289.55432567914,5321212.307093987
358,38498,Sb,13.1,4.75,3.14,2.68,0,0,11,426289.1185999997,5321209.703299999,426290.19519371004,5321214.329685844
358,38499,Sb,32.6,5.13,2.49,2.52,0,0,10.4,426289.1185999997,5321209.703299999,426291.8824941268,5321214.025080796
358,38500,Sb,6.6,5.82,2.68,2.57,0,0,10,426289.1185999997,5321209.703299999,426289.78753421555,5321215.484729495
358,38501,Sb,25.3,6.51,3,2.87,0,0,11.2,426289.1185999997,5321209.703299999,426291.90069969033,5321215.588877398
358,38502,Sb,2.9,7.23,1.63,1.64,0,0,9,426289.1185999997,5321209.703299999,426289.48438695644,5321216.924040952
358,38503,Sb,7.5,7.33,2.54,2.46,0,0,9.3,426289.1185999997,5321209.703299999,426290.07535698864,5321216.970590833
358,38504,Sb,4.9,9.03,NA,NA,0,0,8.5,426289.1185999997,5321209.703299999,426289.8899148156,5321218.700298023
358,38505,Bw,6.6,8.67,3.5,2.97,0,0,9.4,426289.1185999997,5321209.703299999,426290.11510509445,5321218.315841877
358,38506,Sb,16.5,9.03,3.36,2.18,0,0,10,426289.1185999997,5321209.703299999,426291.68325856235,5321218.3614422055
358,38507,Sb,30.4,8.01,2.57,2.38,0,0,9.9,426289.1185999997,5321209.703299999,426293.1719304503,5321216.612034489
358,38508,Sb,29.9,9.39,3,2.88,0,0,10.5,426289.1185999997,5321209.703299999,426293.799399876,5321217.843460471
358,38509,Bw,24.5,10.76,3.84,2.56,0,0,11.6,426289.1185999997,5321209.703299999,426293.5806992907,5321219.4944832735
358,38510,Bw,27.6,10.81,3.43,3.24,0,0,11.5,426289.1185999997,5321209.703299999,426294.1268301393,5321219.283160691
358,38511,Bw,66.6,3.24,3.02,3,0,0,11.1,426289.1185999997,5321209.703299999,426292.0921249869,5321210.990059165
358,38512,Sb,44.8,3.91,3.4,3.56,0,0,9.5,426289.1185999997,5321209.703299999,426291.8737197607,5321212.477721579
358,38513,Bw,52.9,5.97,3.74,3.68,0,0,10.2,426289.1185999997,5321209.703299999,426293.8801760548,5321213.304451686
358,38514,Sb,41.8,6.58,3.2,3.58,0,0,12,426289.1185999997,5321209.703299999,426293.5043836539,5321214.608532077
358,38515,Sb,66.4,6.85,3.21,3.1,0,0,10.7,426289.1185999997,5321209.703299999,426295.3956846972,5321212.445690872
358,38516,Mr,78.4,7.23,4.51,4.29,0,0,10.5,426289.1185999997,5321209.703299999,426296.2009290543,5321211.157093369
358,38517,Sb,53,7.68,3.61,3.42,0,0,11.5,426289.1185999997,5321209.703299999,426295.25212071685,5321214.325239377
358,38518,Sb,70.3,8.54,2.91,3.1,0,0,10.5,426289.1185999997,5321209.703299999,426297.1587584524,5321212.582093506
358,38519,Sb,49.6,10.22,2.68,2.71,0,0,7.2,426289.1185999997,5321209.703299999,426296.9015215027,5321216.327085388
358,38520,Sb,61.5,10.63,2.77,2.11,0,0,11.5,426289.1185999997,5321209.703299999,426298.4604259073,5321214.775497621
358,38521,Sb,73.4,10.27,3,3,0,0,10.5,426289.1185999997,5321209.703299999,426298.9605728395,5321212.637319532
358,38522,Bw,108.3,2.01,4.21,3.96,0,0,10,426289.1185999997,5321209.703299999,426291.02694520977,5321209.072175163
358,38523,Mr,111.1,4.2,4.1,3.9,0,0,10.7,426289.1185999997,5321209.703299999,426293.037004846,5321208.1913134055
358,38524,Bw,88.2,6.17,3.93,3.8,0,0,10.5,426289.1185999997,5321209.703299999,426295.28555547714,5321209.8971043825
358,38525,Mr,99.1,7.44,4.93,3.85,0,0,10.1,426289.1185999997,5321209.703299999,426296.46495872195,5321208.526603979
358,38526,Mr,101.4,7.31,5.65,4.24,0,0,10.5,426289.1185999997,5321209.703299999,426296.2843822862,5321208.258424841
358,38527,Mr,113.7,7.75,3.37,3.3,0,0,10.2,426289.1185999997,5321209.703299999,426296.21498509805,5321206.58820473
358,38528,Bw,86.9,10.87,3.4,3.24,0,0,11,426289.1185999997,5321209.703299999,426299.97269360616,5321210.291136696
358,38529,Bw,87.1,10.74,5.21,5,0,0,12.6,426289.1185999997,5321209.703299999,426299.84484589583,5321210.246668176
358,38530,Bw,89.9,10.9,5.05,4.89,0,0,11,426289.1185999997,5321209.703299999,426300.0185833981,5321209.722324078
358,38531,Bw,102,11.17,4.8,4.91,0,0,10.4,426289.1185999997,5321209.703299999,426300.0445086999,5321207.3809264125
358,38532,Mr,103.7,10.49,4.62,4.53,0,0,11.5,426289.1185999997,5321209.703299999,426299.3101502685,5321207.218867847
358,38533,Bw,113.4,9.22,4.4,4.22,0,0,11.5,426289.1185999997,5321209.703299999,426297.5802976485,5321206.041596448
358,38534,Bw,119.9,9.67,2.76,2.51,0,0,11,426289.1185999997,5321209.703299999,426297.5014915619,5321204.882923556
358,38535,Bw,118.7,10.71,3.66,6.56,0,0,13.6,426289.1185999997,5321209.703299999,426298.512835413,5321204.560106342
358,38536,Mr,121.1,10.75,4.33,4,0,0,10.5,426289.1185999997,5321209.703299999,426298.32347115915,5321204.150566714
358,38537,Sb,139.4,6.46,3.94,3.95,0,0,9.4,426289.1185999997,5321209.703299999,426293.3226014432,5321204.798407353
358,38538,Bf,157.2,2.57,4.17,4.01,0,0,12.5,426289.1185999997,5321209.703299999,426290.1145150569,5321207.3341117
358,38539,Bw,167.4,4.66,3.01,2.89,0,0,9.3,426289.1185999997,5321209.703299999,426290.1351475046,5321205.155527889
358,38540,Sb,162.5,6.6,3.55,3.55,0,0,12,426289.1185999997,5321209.703299999,426291.1032582764,5321203.408768124
358,38541,Sb,128.2,7.35,2.4,2.1,0,0,8.8,426289.1185999997,5321209.703299999,426294.8946481645,5321205.157998294
358,38542,Sb,131.1,8.88,1.97,1.82,0,0,9,426289.1185999997,5321209.703299999,426295.8102429233,5321203.865807816
358,38543,Bf,134.8,8.67,2.8,2.78,0,0,12.9,426289.1185999997,5321209.703299999,426295.27057828545,5321203.594121398
358,38544,Sb,131,10.19,1.98,1.87,0,0,10.5,426289.1185999997,5321209.703299999,426296.8090906222,5321203.018058494
